Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.2)	https://usegalaxy.org	afb67b4b9952f57d	https://usegalaxy.org/published/workflow?id=afb67b4b9952f57d	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-06	2025-04-25	1	1		fastqc, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, prinseq, multiqc, fastq_filter, tp_find_and_replace	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control, Sequence contamination filtering		Apache-2.0			True	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.org	cb810cdaa4915f4b	https://usegalaxy.org/published/workflow?id=cb810cdaa4915f4b	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			True	False
MGnify's amplicon pipeline v5.0 (release v0.2)	https://usegalaxy.org	77de7101effbff3d	https://usegalaxy.org/published/workflow?id=77de7101effbff3d	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-03-13	2025-04-25	1	1		__MERGE_COLLECTION__, CONVERTER_uncompressed_to_gz, fastq_dl, tp_awk_tool, CONVERTER_gz_to_uncompressed			Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.2)	https://usegalaxy.org	8151be18aab3a3c6	https://usegalaxy.org/published/workflow?id=8151be18aab3a3c6	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		biom_convert, __FILTER_EMPTY_DATASETS__, collection_element_identifiers, tp_awk_tool, taxonomy_krona_chart, bedtools_maskfastabed, mapseq, __FILTER_FROM_FILE__	k-mer counting, Formatting, Mapping, Visualisation		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.2)	https://usegalaxy.org	20b7ae4b517a80fd	https://usegalaxy.org/published/workflow?id=20b7ae4b517a80fd	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		fastqc, fastp, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, __UNZIP_COLLECTION__, prinseq, multiqc, fastq_filter, tp_find_and_replace, mgnify_seqprep	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Nucleic acid design, Sequencing quality control, Sequence contamination filtering		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.3)	https://usegalaxy.org	46f184a0e95f3c1c	https://usegalaxy.org/published/workflow?id=46f184a0e95f3c1c	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		fastqc, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, prinseq, multiqc, fastq_filter, tp_find_and_replace	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control, Sequence contamination filtering		Apache-2.0			True	False
Nanopore Preprocessing (release v0.1)	https://usegalaxy.org	a8b9252fad5fe06a	https://usegalaxy.org/published/workflow?id=a8b9252fad5fe06a	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2025-03-20	2025-04-25	1	1		fastqc, minimap2, fastp, collapse_dataset, nanoplot, samtools_fastx, krakentools_extract_kraken_reads, collection_column_join, Add_a_column1, bamtools_split_mapped, multiqc, Grep1, __FILTER_FAILED_DATASETS__, kraken2, Cut1, regexColumn1, porechop	Data handling, Pairwise sequence alignment, Validation, Taxonomic classification, Box-Whisker plot plotting, Sequence composition calculation, Aggregation, Sequence contamination filtering, Scatter plot plotting, Sequence alignment analysis, Statistical calculation, Sequencing quality control, Visualisation		MIT			True	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation	https://usegalaxy.org	2d3063882d8239ff	https://usegalaxy.org/published/workflow?id=2d3063882d8239ff	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-07-03	2024-07-03	1	1		Count1, tp_replace_in_column, __FILTER_EMPTY_DATASETS__, fasta_merge_files_and_filter_unique_sequences, clustalw, tp_sorted_uniq, tp_split_on_column, ggplot2_heatmap, Remove beginning1, tab2fasta, fasta2tab, Cut1, regexColumn1, collapse_dataset, newick_display, bedtools_getfastabed, regex1, Grouping1, tp_multijoin_tool, fasttree, __FILTER_FAILED_DATASETS__, collection_column_join	Multiple sequence alignment, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Mapping, Visualisation		MIT			False	False
PathoGFAIR (imported from uploaded file)	https://usegalaxy.org	e55593af91337a05	https://usegalaxy.org/published/workflow?id=e55593af91337a05	Engy Nasr, Bérénice Batut, Paul Zierep	name:microgalaxy, name:iwc, name:pathogfair, name:nanopore, name:collection	2024-07-03	2024-07-03	0	0					MIT			False	False
Taxonomy Profiling and Visualization with Krona	https://usegalaxy.org	8f5904693b5f74f4	https://usegalaxy.org/published/workflow?id=8f5904693b5f74f4	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-06-25	2024-06-25	1	1		kraken2, krakentools_kreport2krona, taxonomy_krona_chart	Visualisation, Aggregation, Taxonomic classification		MIT			False	False
Gene-based Pathogen Identification	https://usegalaxy.org	cce88bc57b180d09	https://usegalaxy.org/published/workflow?id=cce88bc57b180d09	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2024-06-25	2024-06-25	1	1		compose_text_param, __BUILD_LIST__, abricate, flye, fasta2tab, bandage_image, medaka_consensus_pipeline, tp_find_and_replace, split_file_to_collection, tab2fasta, param_value_from_file, collection_element_identifiers	De-novo assembly, Cross-assembly, Base-calling, Mapping assembly, Variant calling, Sequence assembly visualisation, Sequence assembly, Genome assembly, Antimicrobial resistance prediction		MIT			False	False
Allele-based Pathogen Identification	https://usegalaxy.org	38911ba6f66d80f6	https://usegalaxy.org/published/workflow?id=38911ba6f66d80f6	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-06-25	2024-06-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
Nanopore Preprocessing	https://usegalaxy.org	574e42683dc3961b	https://usegalaxy.org/published/workflow?id=574e42683dc3961b	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2024-06-25	2024-06-25	1	1		fastqc, minimap2, fastp, collapse_dataset, nanoplot, samtools_fastx, krakentools_extract_kraken_reads, collection_column_join, Add_a_column1, bamtools_split_mapped, multiqc, Grep1, __FILTER_FAILED_DATASETS__, kraken2, Cut1, regexColumn1, porechop	Data handling, Pairwise sequence alignment, Validation, Taxonomic classification, Box-Whisker plot plotting, Sequence composition calculation, Aggregation, Sequence contamination filtering, Scatter plot plotting, Sequence alignment analysis, Statistical calculation, Sequencing quality control, Visualisation		MIT			False	False
Quality control of bins generated by MetaBAT2, MaxBin2, SemiBin, and CONCOCT	https://usegalaxy.org.au	f05ed1e5c5dfffa9	https://usegalaxy.org.au/published/workflow?id=f05ed1e5c5dfffa9	Bérénice Batut	microbiome, name:microgalaxy	2025-12-08	2025-12-08	1	1		checkm2, __MERGE_COLLECTION__, __FLATTEN__, regex1, __RELABEL_FROM_FILE__, multiqc, collection_element_identifiers	Sequence assembly validation, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control		MIT			True	False
Gene-based Pathogen Identification (release v0.1)	https://usegalaxy.org.au	084bb76cf47d7060	https://usegalaxy.org.au/published/workflow?id=084bb76cf47d7060	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2024-09-19	2025-04-25	1	1		compose_text_param, __BUILD_LIST__, abricate, flye, fasta2tab, bandage_image, medaka_consensus_pipeline, tp_find_and_replace, split_file_to_collection, tab2fasta, param_value_from_file, collection_element_identifiers	De-novo assembly, Cross-assembly, Base-calling, Mapping assembly, Variant calling, Sequence assembly visualisation, Sequence assembly, Genome assembly, Antimicrobial resistance prediction		MIT			False	False
Nanopore Preprocessing (release v0.1)	https://usegalaxy.org.au	69d91340fc7effa2	https://usegalaxy.org.au/published/workflow?id=69d91340fc7effa2	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2024-09-19	2025-04-25	1	1		fastqc, minimap2, fastp, collapse_dataset, nanoplot, samtools_fastx, krakentools_extract_kraken_reads, collection_column_join, Add_a_column1, bamtools_split_mapped, multiqc, Grep1, __FILTER_FAILED_DATASETS__, kraken2, Cut1, regexColumn1, porechop	Data handling, Pairwise sequence alignment, Validation, Taxonomic classification, Box-Whisker plot plotting, Sequence composition calculation, Aggregation, Sequence contamination filtering, Scatter plot plotting, Sequence alignment analysis, Statistical calculation, Sequencing quality control, Visualisation		MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation (release v0.1)	https://usegalaxy.org.au	b60922a253df6654	https://usegalaxy.org.au/published/workflow?id=b60922a253df6654	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		Count1, tp_replace_in_column, __FILTER_EMPTY_DATASETS__, fasta_merge_files_and_filter_unique_sequences, clustalw, tp_sorted_uniq, tp_split_on_column, ggplot2_heatmap, Remove beginning1, tab2fasta, fasta2tab, Cut1, regexColumn1, collapse_dataset, newick_display, bedtools_getfastabed, regex1, Grouping1, tp_multijoin_tool, fasttree, __FILTER_FAILED_DATASETS__, collection_column_join	Multiple sequence alignment, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Mapping, Visualisation		MIT			False	False
Taxonomy Profiling and Visualization with Kron (release v0.1)	https://usegalaxy.org.au	131636a795bac485	https://usegalaxy.org.au/published/workflow?id=131636a795bac485	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		kraken2, krakentools_kreport2krona, taxonomy_krona_chart	Visualisation, Aggregation, Taxonomic classification		MIT			False	False
Allele-based Pathogen Identification (release v0.1.2)	https://usegalaxy.org.au	857e482acfcb2dba	https://usegalaxy.org.au/published/workflow?id=857e482acfcb2dba	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-10-31	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.org.au	0e11619979c2830c	https://usegalaxy.org.au/published/workflow?id=0e11619979c2830c	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			True	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.org.au	76a0a3af8de11622	https://usegalaxy.org.au/published/workflow?id=76a0a3af8de11622	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			True	False
PathoGFAIR (imported from uploaded file)	https://usegalaxy.org.au	f5f9808fb50b6f2c	https://usegalaxy.org.au/published/workflow?id=f5f9808fb50b6f2c	Engy Nasr, Bérénice Batut, Paul Zierep	name:microgalaxy, name:iwc, name:pathogfair, name:nanopore, name:collection	2024-07-03	2024-07-03	0	0					MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation	https://usegalaxy.org.au	eda40b58616a0fe4	https://usegalaxy.org.au/published/workflow?id=eda40b58616a0fe4	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-07-03	2024-07-03	1	1		Count1, tp_replace_in_column, __FILTER_EMPTY_DATASETS__, fasta_merge_files_and_filter_unique_sequences, clustalw, tp_sorted_uniq, tp_split_on_column, ggplot2_heatmap, Remove beginning1, tab2fasta, fasta2tab, Cut1, regexColumn1, collapse_dataset, newick_display, bedtools_getfastabed, regex1, Grouping1, tp_multijoin_tool, fasttree, __FILTER_FAILED_DATASETS__, collection_column_join	Multiple sequence alignment, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Mapping, Visualisation		MIT			False	False
Allele-based Pathogen Identification	https://usegalaxy.org.au	244ea5e94237ebad	https://usegalaxy.org.au/published/workflow?id=244ea5e94237ebad	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-06-25	2024-06-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
Gene-based Pathogen Identification	https://usegalaxy.org.au	ef8c22c2525063a2	https://usegalaxy.org.au/published/workflow?id=ef8c22c2525063a2	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2024-06-25	2024-06-25	1	1		compose_text_param, __BUILD_LIST__, abricate, flye, fasta2tab, bandage_image, medaka_consensus_pipeline, tp_find_and_replace, split_file_to_collection, tab2fasta, param_value_from_file, collection_element_identifiers	De-novo assembly, Cross-assembly, Base-calling, Mapping assembly, Variant calling, Sequence assembly visualisation, Sequence assembly, Genome assembly, Antimicrobial resistance prediction		MIT			False	False
Taxonomy Profiling and Visualization with Krona	https://usegalaxy.org.au	d9ba165e6ae55417	https://usegalaxy.org.au/published/workflow?id=d9ba165e6ae55417	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-06-25	2024-06-25	1	1		kraken2, krakentools_kreport2krona, taxonomy_krona_chart	Visualisation, Aggregation, Taxonomic classification		MIT			False	False
Nanopore Preprocessing	https://usegalaxy.org.au	25d52afddaa3451b	https://usegalaxy.org.au/published/workflow?id=25d52afddaa3451b	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2024-06-25	2024-06-25	1	1		fastqc, minimap2, fastp, collapse_dataset, nanoplot, samtools_fastx, krakentools_extract_kraken_reads, collection_column_join, Add_a_column1, bamtools_split_mapped, multiqc, Grep1, __FILTER_FAILED_DATASETS__, kraken2, Cut1, regexColumn1, porechop	Data handling, Pairwise sequence alignment, Validation, Taxonomic classification, Box-Whisker plot plotting, Sequence composition calculation, Aggregation, Sequence contamination filtering, Scatter plot plotting, Sequence alignment analysis, Statistical calculation, Sequencing quality control, Visualisation		MIT			False	False
